NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
SYT6	1	ENSG00000134207	
TOMM20L	1	ENSG00000196860	
KCNT2	1	ENSG00000162687	
PSPC1-AS2	1	ENSG00000226352	
MIR3142HG	1	ENSG00000253522	
VAT1L	1	ENSG00000171724	
LINC02021	1	ENSG00000249846	
SUCLA2P2	1	ENSG00000233107	
PSMD10P3	1	ENSG00000232041	
SPON2	1	ENSG00000159674	
SDF4	1	ENSG00000078808	
MPZL3	1	ENSG00000160588	
CTAGE7P	1	ENSG00000233122	
TM4SF19-AS1	1	ENSG00000235897	
FLT1P1	1	ENSG00000229515	
PCDHB8	1	ENSG00000120322	
MEMO1P2	1	ENSG00000213117	
PRKCQ-AS1	1	ENSG00000237943	
MORN5	1	ENSG00000185681	
MAP7D2	1	ENSG00000184368	
SOCS5	1	ENSG00000171150	
NPM1P35	1	ENSG00000255213	
ADCY5	1	ENSG00000173175	
CHAD	1	ENSG00000136457	
FUT1	1	ENSG00000174951	
RACK1P1	1	ENSG00000249921	
AMHR2	1	ENSG00000135409	
IHO1	1	ENSG00000173421	
TNFSF13B	1	ENSG00000102524	
LINC00482	1	ENSG00000185168	
MST1	1	ENSG00000173531	
FCF1P1	1	ENSG00000227436	
CPB2-AS1	1	ENSG00000235903	
FAM21FP	1	ENSG00000237840	
TM6SF2	1	ENSG00000213996	
FAM90A26	1	ENSG00000229924	
LDB3	1	ENSG00000122367	
FNDC1	1	ENSG00000164694	
RPS27P13	1	ENSG00000244538	
CDC16	1	ENSG00000130177	
CNKSR2	1	ENSG00000149970	
LNC-LBCS	1	ENSG00000228412	
GPR87	1	ENSG00000138271	
PCDHB10	1	ENSG00000120324	
MLLT1	1	ENSG00000130382	
FGL2	1	ENSG00000127951	
EVI5	1	ENSG00000067208	
POU2F2	1	ENSG00000028277	
LINC01637	1	ENSG00000237476	
RNVU1-14	1	ENSG00000207501	
SMIM24	1	ENSG00000095932	
RPSAP69	1	ENSG00000233487	
FGFR3	1	ENSG00000068078	
IGBP1P3	1	ENSG00000231552	
MIR641	1	ENSG00000207631	
GSK3B-DT	1	ENSG00000242622	
LRP2BP-AS1	1	ENSG00000250410	
CITED1	1	ENSG00000125931	
DOCK8-AS1	1	ENSG00000183784	
HOXC8	1	ENSG00000037965	
WAC-AS1	1	ENSG00000254635	
KRT1	1	ENSG00000167768	
PALS2	1	ENSG00000105926	
GPRC5C	1	ENSG00000170412	
RTN4RL2	1	ENSG00000186907	
SRIP3	1	ENSG00000224953	
CHRM4	1	ENSG00000180720	
ENSG00000230707	1	ENSG00000230707	
SPATA4	1	ENSG00000150628	
PLGLB1	1	ENSG00000183281	
P2RX7	1	ENSG00000089041	
SPN	1	ENSG00000197471	
MAP1LC3A	1	ENSG00000101460	
NR2F2-AS1	1	ENSG00000247809	
RPL34P1	1	ENSG00000237049	
EPHA6	1	ENSG00000080224	
TMLHEP1	1	ENSG00000230578	
PREB	1	ENSG00000138073	
LYPD6	1	ENSG00000187123	
TRPM3	1	ENSG00000083067	
YWHABP2	1	ENSG00000256464	
MYDGF	1	ENSG00000074842	
RPL23P2	1	ENSG00000176054	
MPZ	1	ENSG00000158887	
IQCB1	1	ENSG00000173226	
ZNF783	1	ENSG00000204946	
YPEL4	1	ENSG00000166793	
RPLP0P3	1	ENSG00000240023	
TXNRD3	1	ENSG00000197763	
LINC03014	1	ENSG00000240859	
C1QBPP2	1	ENSG00000213409	
MUC4	1	ENSG00000145113	
ACKR1	1	ENSG00000213088	
PROX1	1	ENSG00000117707	
STAU2-AS1	1	ENSG00000253302	
CYP19A1	1	ENSG00000137869	
RNU6-885P	1	ENSG00000252416	
SGF29	1	ENSG00000176476	
OTULINL	1	ENSG00000145569	
AHCTF1	1	ENSG00000153207	
SNAI3	1	ENSG00000185669	
EHBP1-AS1	1	ENSG00000231609	
TELO2	1	ENSG00000100726	
SIGLEC11	1	ENSG00000161640	
RGS20	1	ENSG00000147509	
ATP13A3-DT	1	ENSG00000233058	
SULT2A1	1	ENSG00000105398	
STX5-DT	1	ENSG00000256690	
PHF6	1	ENSG00000156531	
FANCB	1	ENSG00000181544	
EMX2	1	ENSG00000170370	
SERPINA3	1	ENSG00000196136	
ALG1L12P	1	ENSG00000250794	
ID4	1	ENSG00000172201	
ISCA1P6	1	ENSG00000227653	
RPL26L1-AS1	1	ENSG00000204758	
LINC01010	1	ENSG00000236700	
HSPD1P7	1	ENSG00000215005	
CHN2	1	ENSG00000106069	
SAPCD1-AS1	1	ENSG00000235663	
RTN4RL1	1	ENSG00000185924	
SHOX2	1	ENSG00000168779	
ASGR2	1	ENSG00000161944	
NEU4	1	ENSG00000204099	
SLC30A3	1	ENSG00000115194	
LINC00896	1	ENSG00000236499	
C2CD2L	1	ENSG00000172375	
SMIM7	1	ENSG00000214046	
ZNF311	1	ENSG00000197935	
EZH2	1	ENSG00000106462	
EIF4A3	1	ENSG00000141543	
ALG1L10P	1	ENSG00000254016	
RASSF10-DT	1	ENSG00000254670	
PLAAT4	1	ENSG00000133321	
RPL7P6	1	ENSG00000227525	
ACVR1C	1	ENSG00000123612	
ESRRB	1	ENSG00000119715	
CD8B	1	ENSG00000172116	
SRRM5	1	ENSG00000226763	
FAS	1	ENSG00000026103	
IL18	1	ENSG00000150782	
CFAP251	1	ENSG00000158023	
BCAS2P1	1	ENSG00000255051	
PTPRU	1	ENSG00000060656	
PTGDR	1	ENSG00000168229	
SULT1A2	1	ENSG00000197165	
SSBP3-AS1	1	ENSG00000198711	
MEFV	1	ENSG00000103313	
ODCP	1	ENSG00000244556	
CCDC144A	1	ENSG00000170160	
SGO1	1	ENSG00000129810	
GRIK1-AS1	1	ENSG00000174680	
FPR2	1	ENSG00000171049	
SPATC1L	1	ENSG00000160284	
PAH	1	ENSG00000171759	
SUMF2	1	ENSG00000129103	
CPLX4	1	ENSG00000166569	
ADH5P3	1	ENSG00000223694	
PDE6C	1	ENSG00000095464	
LAMTOR5-AS1	1	ENSG00000224699	
HNRNPA3P5	1	ENSG00000236565	
TH2LCRR	1	ENSG00000223442	
EPS15L1	1	ENSG00000127527	
RPP14	1	ENSG00000163684	
CDH11	1	ENSG00000140937	
ENPP7P1	1	ENSG00000249188	
TSPAN14-AS1	1	ENSG00000226659	
LCN2	1	ENSG00000148346	
ATP1B2	1	ENSG00000129244	
PRSS30P	1	ENSG00000172460	
SLC28A3	1	ENSG00000197506	
ZNF233	1	ENSG00000159915	
SNORD59A	1	ENSG00000207031	
MEOX2	1	ENSG00000106511	
CRYBB3	1	ENSG00000100053	
SDHA	1	ENSG00000073578	
SNORC	1	ENSG00000182600	
SDS	1	ENSG00000135094	
ELF2P4	1	ENSG00000225406	
FAM181B	1	ENSG00000182103	
ENSG00000202343	1	ENSG00000202343	
AKR7A3	1	ENSG00000162482	
DUSP29	1	ENSG00000188716	
CST7	1	ENSG00000077984	
PTGDS	1	ENSG00000107317	
RPL22P1	1	ENSG00000213178	
KLRK1-AS1	1	ENSG00000245648	
GNG13	1	ENSG00000127588	
ZBTB44-DT	1	ENSG00000175773	
C1QTNF7	1	ENSG00000163145	
HUNK	1	ENSG00000142149	
C14orf178	1	ENSG00000197734	
TP53AIP1	1	ENSG00000120471	
TWIST2	1	ENSG00000233608	
PREP	1	ENSG00000085377	
UGT3A2	1	ENSG00000168671	
MIR421	1	ENSG00000202566	
CD101	1	ENSG00000134256	
CCDC54	1	ENSG00000138483	
MLXP1	1	ENSG00000226539	
GIRGL	1	ENSG00000233834	
RAB39A	1	ENSG00000179331	
RPL21P19	1	ENSG00000219133	
KLK14	1	ENSG00000129437	
CFAP92	1	ENSG00000114656	
FAM111B	1	ENSG00000189057	
FAM41C	1	ENSG00000230368	
ARHGAP31-AS1	1	ENSG00000241155	
TXK	1	ENSG00000074966	
RPL36AP7	1	ENSG00000228007	
COX6A2	1	ENSG00000156885	
SALL2	1	ENSG00000165821	
RTL5	1	ENSG00000242732	
HLA-DMA	1	ENSG00000204257	
GFRA1	1	ENSG00000151892	
LNP1	1	ENSG00000206535	
YY2	1	ENSG00000230797	
PSMB3P2	1	ENSG00000235444	
RANBP3L	1	ENSG00000164188	
KLHL22	1	ENSG00000099910	
COX5BP6	1	ENSG00000237082	
C10orf88B	1	ENSG00000255624	
LDLR	1	ENSG00000130164	
SDHAP2	1	ENSG00000215837	
CAVIN2	1	ENSG00000168497	
PSG11	1	ENSG00000243130	
RPL6P20	1	ENSG00000236976	
LMNB1	1	ENSG00000113368	
RPL5P6	1	ENSG00000232393	
DANT2	1	ENSG00000235244	
GTF2IP7	1	ENSG00000227038	
IL6ST-DT	1	ENSG00000227908	
GRAMD2A	1	ENSG00000175318	
KLHL35	1	ENSG00000149243	
LINC02913	1	ENSG00000179082	
GINS2	1	ENSG00000131153	
ADAM22	1	ENSG00000008277	
CCDC73	1	ENSG00000186714	
CABLES2	1	ENSG00000149679	
COL13A1	1	ENSG00000197467	
IGSF3P2	1	ENSG00000223703	
RPS26P47	1	ENSG00000234354	
ANKRD7	1	ENSG00000106013	
PKHD1	1	ENSG00000170927	
IRX5	1	ENSG00000176842	
CDC25C	1	ENSG00000158402	
COL21A1	1	ENSG00000124749	
ZNF714	1	ENSG00000160352	
NRXN1	1	ENSG00000179915	
UBA52P6	1	ENSG00000215221	
EPX	1	ENSG00000121053	
PPBP	1	ENSG00000163736	
LINC02482	1	ENSG00000251580	
FKBP11	1	ENSG00000134285	
SOX2-OT	1	ENSG00000242808	
CD247	1	ENSG00000198821	
ACTBP15	1	ENSG00000213857	
RAB3C	1	ENSG00000152932	
TTC26	1	ENSG00000105948	
HEY2-AS1	1	ENSG00000237742	
ENSG00000228484	1	ENSG00000228484	
AHI1-DT	1	ENSG00000231028	
HDLBP	1	ENSG00000115677	
FTH1P15	1	ENSG00000218980	
LOC124901882	1	ENSG00000254340	
RNF26	1	ENSG00000173456	
RAD21-AS1	1	ENSG00000253327	
CLEC2D	1	ENSG00000069493	
GPAT4	1	ENSG00000158669	
ZNF541	1	ENSG00000118156	
ENSG00000230615	1	ENSG00000230615	
SNX22	1	ENSG00000157734	
SNORA5C	1	ENSG00000201772	
FAM87B	1	ENSG00000177757	
RPS10P4	1	ENSG00000240776	
TRIM58	1	ENSG00000162722	
ACMSD	1	ENSG00000153086	
ZNF474	1	ENSG00000164185	
STARD6	1	ENSG00000174448	
OR2C1	1	ENSG00000168158	
ATP5ME	1	ENSG00000169020	
CDIPTOSP	1	ENSG00000214725	
LINC00923	1	ENSG00000251209	
TBX15	1	ENSG00000092607	
CD86	1	ENSG00000114013	
RPL6P1	1	ENSG00000236111	
LINC01426	1	ENSG00000234380	
SNHG26	1	ENSG00000228649	
FEM1AP1	1	ENSG00000229231	
UBE2I	1	ENSG00000103275	
ANKRD20A11P	1	ENSG00000215559	
ECT2L	1	ENSG00000203734	
MAPK6P1	1	ENSG00000206144	
CYSRT1	1	ENSG00000197191	
HTR2B	1	ENSG00000135914	
MMP17	1	ENSG00000198598	
C9orf43	1	ENSG00000157653	
NTN5	1	ENSG00000142233	
RPL13AP14	1	ENSG00000242858	
RAB30	1	ENSG00000137502	
RABGAP1L-DT	1	ENSG00000227373	
NUF2	1	ENSG00000143228	
ZNF221	1	ENSG00000159905	
RBM44	1	ENSG00000177483	
RBMX2P3	1	ENSG00000223575	
AFDN-DT	1	ENSG00000198221	
NYAP2	1	ENSG00000144460	
TMEM71	1	ENSG00000165071	
CRIP1P4	1	ENSG00000182351	
NUTM2E	1	ENSG00000228570	
RPL28P2	1	ENSG00000237641	
C2orf92	1	ENSG00000228486	
FIBCD1-AS1	1	ENSG00000236658	
KLLN	1	ENSG00000227268	
ABCA12	1	ENSG00000144452	
PDSS1P2	1	ENSG00000224637	
ABCA6	1	ENSG00000154262	
RSL24D1P4	1	ENSG00000215800	
FAM47C	1	ENSG00000198173	
ZNG1DP	1	ENSG00000204778	
PSMC3IP	1	ENSG00000131470	
TSPAN18	1	ENSG00000157570	
C1orf50	1	ENSG00000164008	
TAS2R19	1	ENSG00000212124	
ATP2B2	1	ENSG00000157087	
PKDCC	1	ENSG00000162878	
KLHDC1	1	ENSG00000197776	
RGL4P1	1	ENSG00000232218	
SCG3	1	ENSG00000104112	
RERGL	1	ENSG00000111404	
KCTD13	1	ENSG00000174943	
CALHM6	1	ENSG00000188820	
OTOA	1	ENSG00000155719	
SRRM2	1	ENSG00000167978	
GLRA3	1	ENSG00000145451	
LINC01852	1	ENSG00000236914	
CLDN15	1	ENSG00000106404	
SLC2A9	1	ENSG00000109667	
IFI30	1	ENSG00000216490	
YBX2P1	1	ENSG00000213438	
CLDN20	1	ENSG00000171217	
IGF1	1	ENSG00000017427	
PPM1AP1	1	ENSG00000250483	
ST14	1	ENSG00000149418	
DNAI7	1	ENSG00000118307	
MTCP1	1	ENSG00000214827	
PXYLP1	1	ENSG00000155893	
ZNF300P1	1	ENSG00000197083	
SNORD108	1	ENSG00000239014	
PCDH7	1	ENSG00000169851	
P2RY10	1	ENSG00000078589	
LINGO2	1	ENSG00000174482	
MAP3K5	1	ENSG00000197442	
RPL10P7	1	ENSG00000242052	
MIR3936HG	1	ENSG00000233006	
SNCAIP	1	ENSG00000064692	
CRBN	1	ENSG00000113851	
FAM86GP	1	ENSG00000166492	
POLR2F	1	ENSG00000100142	
PLPP4	1	ENSG00000203805	
RPS27P9	1	ENSG00000237749	
DCHS2	1	ENSG00000197410	
TAF12	1	ENSG00000120656	
TTLL5	1	ENSG00000119685	
C21orf62	1	ENSG00000205929	
ZFR2	1	ENSG00000105278	
EPHB6	1	ENSG00000106123	
NEK4	1	ENSG00000114904	
NSG1	1	ENSG00000168824	
KIZ-AS1	1	ENSG00000232712	
FSCN1	1	ENSG00000075618	
ZNF222	1	ENSG00000159885	
NLGN3	1	ENSG00000196338	
MIS18A-AS1	1	ENSG00000227256	
FGF5	1	ENSG00000138675	
FCRLB	1	ENSG00000162746	
EIF4E1B	1	ENSG00000175766	
MYBL2	1	ENSG00000101057	
EI24P1	1	ENSG00000236357	
MYO1G	1	ENSG00000136286	
ITPR1-DT	1	ENSG00000231249	
GSTT2	1	ENSG00000099984	
MIR616	1	ENSG00000208028	
FDX1P1	1	ENSG00000181741	
PJA1	1	ENSG00000181191	
DYDC2	1	ENSG00000133665	
TMEM30A-DT	1	ENSG00000225793	
ENSG00000213963	1	ENSG00000213963	
RBM47	1	ENSG00000163694	
PPP1R15B-AS1	1	ENSG00000226330	
RPL3P3	1	ENSG00000243388	
NEPRO-AS1	1	ENSG00000240057	
RANP4	1	ENSG00000225125	
ATP6V0A4	1	ENSG00000105929	
RAMAC	1	ENSG00000169612	
BTBD18	1	ENSG00000233436	
CCDC87	1	ENSG00000182791	
TNXB	1	ENSG00000168477	
S100P	1	ENSG00000163993	
ACTBP8	1	ENSG00000220267	
ASPDH	1	ENSG00000204653	
EFNA1	1	ENSG00000169242	
RNU2-51P	1	ENSG00000222640	
CLIC4P1	1	ENSG00000236739	
CTHRC1	1	ENSG00000164932	
FCRL6	1	ENSG00000181036	
ASIC2	1	ENSG00000108684	
CDHR1	1	ENSG00000148600	
AMY1B	1	ENSG00000174876	
LRP12	1	ENSG00000147650	
BANF1	1	ENSG00000175334	
PVALEF	1	ENSG00000225180	
TMEM200C	1	ENSG00000206432	
SYTL5	1	ENSG00000147041	
SYT15	1	ENSG00000204176	
CNR1	1	ENSG00000118432	
HELB	1	ENSG00000127311	
MPDZ	1	ENSG00000107186	
FXNP2	1	ENSG00000177736	
ZSCAN23	1	ENSG00000187987	
SHLD2P3	1	ENSG00000189014	
ATP12A	1	ENSG00000075673	
PARPBP	1	ENSG00000185480	
HSPA12B	1	ENSG00000132622	
NLRP14	1	ENSG00000158077	
RPL35AP5	1	ENSG00000223505	
MAST4-AS1	1	ENSG00000229666	
PTMAP1	1	ENSG00000228415	
EIF4A2P2	1	ENSG00000227382	
HSPD1P10	1	ENSG00000216990	
PTGES3P4	1	ENSG00000236937	
OIT3	1	ENSG00000138315	
PRPF4BP1	1	ENSG00000224217	
STAG1	1	ENSG00000118007	
C1QL4	1	ENSG00000186897	
TIGD3	1	ENSG00000173825	
DDX3P3	1	ENSG00000251571	
MOXD1	1	ENSG00000079931	
FGF7P7	1	ENSG00000204801	
BEND6	1	ENSG00000151917	
MTCO1P53	1	ENSG00000230916	
NLGN1	1	ENSG00000169760	
ACR	1	ENSG00000100312	
RPL36AP54	1	ENSG00000226107	
TMSB4XP2	1	ENSG00000188765	
SEZ6	1	ENSG00000063015	
HCN4	1	ENSG00000138622	
STYK1	1	ENSG00000060140	
ZNF652P1	1	ENSG00000235278	
MCHR1	1	ENSG00000128285	
FOXD2-AS1	1	ENSG00000237424	
ARL13A	1	ENSG00000174225	
ERCC6L2-AS1	1	ENSG00000175611	
FOXI2	1	ENSG00000186766	
NOP53	1	ENSG00000105373	
PDGFA-DT	1	ENSG00000223855	
GLO1	1	ENSG00000124767	
CLEC18C	1	ENSG00000157335	
SLC49A3	1	ENSG00000169026	
IFITM3P3	1	ENSG00000196114	
STON1	1	ENSG00000243244	
NR2F1	1	ENSG00000175745	
KLHL10	1	ENSG00000161594	
SOHLH2	1	ENSG00000120669	
GUSBP14	1	ENSG00000253816	
MYH9-DT	1	ENSG00000223695	
SCN3B	1	ENSG00000166257	
STIMATE	1	ENSG00000213533	
FAT3	1	ENSG00000165323	
LINC01094	1	ENSG00000251442	
HMGN2P4	1	ENSG00000249014	
XKRX	1	ENSG00000182489	
RN7SKP173	1	ENSG00000199691	
RPS26P8	1	ENSG00000204652	
DUSP10	1	ENSG00000143507	
MBL1P	1	ENSG00000242600	
CRTC2	1	ENSG00000160741	
MMRN2	1	ENSG00000173269	
NSMAF	1	ENSG00000035681	
JAML	1	ENSG00000160593	
RIPPLY2	1	ENSG00000203877	
ZAR1	1	ENSG00000182223	
CDRT15P14	1	ENSG00000230804	
PFKFB1	1	ENSG00000158571	
GTF2F2P1	1	ENSG00000251254	
RN7SKP71	1	ENSG00000201428	
NOXO1	1	ENSG00000196408	
SETP20	1	ENSG00000225094	
PLXNA2	1	ENSG00000076356	
TRAPPC12-AS1	1	ENSG00000225234	
PALM	1	ENSG00000099864	
HAR1B	1	ENSG00000231133	
KARS1P1	1	ENSG00000229696	
RIMBP2	1	ENSG00000060709	
LINC00958	1	ENSG00000251381	
PDE4DIPP8	1	ENSG00000225710	
ZCCHC10P1	1	ENSG00000213155	
RPL24P7	1	ENSG00000215016	
ULK2	1	ENSG00000083290	
RUNDC3B	1	ENSG00000105784	
ARHGAP42P1	1	ENSG00000227817	
SERPINB11	1	ENSG00000206072	
GOLGA8UP	1	ENSG00000103832	
GNMT	1	ENSG00000124713	
CYP4F12	1	ENSG00000186204	
FAM90A11P	1	ENSG00000233115	
RAPSN	1	ENSG00000165917	
AKR1C7P	1	ENSG00000215267	
CBX2	1	ENSG00000173894	
MAGEL2	1	ENSG00000254585	
XKR9	1	ENSG00000221947	
COL11A1	1	ENSG00000060718	
ARHGAP4	1	ENSG00000089820	
FAM225B	1	ENSG00000225684	
FAM88F	1	ENSG00000226007	
KCNN1	1	ENSG00000105642	
SCTR-AS1	1	ENSG00000231013	
DPY19L4P1	1	ENSG00000229663	
UPF3AP3	1	ENSG00000234709	
FBXO15	1	ENSG00000141665	
SLC22A3	1	ENSG00000146477	
PTGER1	1	ENSG00000160951	
NOPCHAP1	1	ENSG00000151131	
CD84	1	ENSG00000066294	
DAB2	1	ENSG00000153071	
NSA2P6	1	ENSG00000250980	
IGHV4-39	1	ENSG00000211959	
EAF1	1	ENSG00000144597	
PMS2P12	1	ENSG00000228546	
DONSONP1	1	ENSG00000227267	
RPL29P19	1	ENSG00000224594	
TAL2	1	ENSG00000186051	
BIRC3	1	ENSG00000023445	
VKORC1	1	ENSG00000167397	
GYS2	1	ENSG00000111713	
TM2D3	1	ENSG00000184277	
GAS2L3	1	ENSG00000139354	
SLC5A3	1	ENSG00000198743	
FAM110C	1	ENSG00000184731	
CEP83	1	ENSG00000173588	
LY86	1	ENSG00000112799	
BTF3L4P3	1	ENSG00000213108	
TASL	1	ENSG00000120280	
RNU6-611P	1	ENSG00000207003	
GASAL1	1	ENSG00000253669	
CSNK1G1	1	ENSG00000169118	
RBISP5	1	ENSG00000224058	
PLS1P1	1	ENSG00000254534	
GDF6	1	ENSG00000156466	
ZSWIM5P2	1	ENSG00000231258	
SYN3	1	ENSG00000185666	
MIR559	1	ENSG00000207923	
COP1-DT	1	ENSG00000236021	
MRPS18A	1	ENSG00000096080	
RPS4XP22	1	ENSG00000239830	
PABPC4L	1	ENSG00000254535	
LINC02818	1	ENSG00000231966	
C9orf24	1	ENSG00000164972	
GALNT5	1	ENSG00000136542	
FAT1	1	ENSG00000083857	
HMGN2P46	1	ENSG00000179362	
RN7SL526P	1	ENSG00000243642	
PHB1P3	1	ENSG00000228121	
NTNG2	1	ENSG00000196358	
MRPL9	1	ENSG00000143436	
ENSG00000248367	1	ENSG00000248367	
VIPR2	1	ENSG00000106018	
HLCS-AS1	1	ENSG00000224790	
FUT11	1	ENSG00000196968	
ARHGAP42-AS1	1	ENSG00000248027	
RFC5	1	ENSG00000111445	
PHB1P9	1	ENSG00000230224	
HNRNPA1P49	1	ENSG00000233231	
CALML4	1	ENSG00000129007	
PHB1P8	1	ENSG00000240471	
SYTL3	1	ENSG00000164674	
KIAA0319	1	ENSG00000137261	
RPS27P29	1	ENSG00000240231	
SUMO1P4	1	ENSG00000235555	
PCDH10	1	ENSG00000138650	
RASAL3	1	ENSG00000105122	
SLC22A18AS	1	ENSG00000254827	
RNU6-322P	1	ENSG00000251819	
FRRS1	1	ENSG00000156869	
RPL39P16	1	ENSG00000227470	
CGRRF1	1	ENSG00000100532	
LNCOC1	1	ENSG00000253741	
LINC01270	1	ENSG00000203999	
CDKN2B-AS1	1	ENSG00000240498	
RPL15P17	1	ENSG00000243830	
ATF6-DT	1	ENSG00000226889	
XRN2	1	ENSG00000088930	
SNORA14B	1	ENSG00000207181	
CCL8	1	ENSG00000108700	
CRTAC1	1	ENSG00000095713	
SNTG1	1	ENSG00000147481	
MRPS30-DT	1	ENSG00000251141	
PNPLA10P	1	ENSG00000230538	
INTS8	1	ENSG00000164941	
MRPL20-AS1	1	ENSG00000224870	
CHCHD5	1	ENSG00000125611	
ATG5	1	ENSG00000057663	
E2F8	1	ENSG00000129173	
MTND4P9	1	ENSG00000250050	
EIF4E2P2	1	ENSG00000244157	
BCAR3-AS1	1	ENSG00000224093	
PIK3IP1-DT	1	ENSG00000228839	
UBA5P1	1	ENSG00000236636	
TMEM158	1	ENSG00000249992	
GYPE	1	ENSG00000197465	
S1PR5	1	ENSG00000180739	
C2orf50	1	ENSG00000150873	
LINC01606	1	ENSG00000253301	
H2BC4	1	ENSG00000180596	
ERVMER34-1	1	ENSG00000226887	
KCNH5	1	ENSG00000140015	
SEMA3E	1	ENSG00000170381	
FHAD1	1	ENSG00000142621	
SNCG	1	ENSG00000173267	
C19orf73	1	ENSG00000221916	
TERF1P3	1	ENSG00000249311	
COL5A1-AS1	1	ENSG00000204011	
ERLNC1	1	ENSG00000230550	
NLRC3	1	ENSG00000167984	
SOST	1	ENSG00000167941	
PSMD14-DT	1	ENSG00000235724	
LINC00680	1	ENSG00000215190	
RRS1-DT	1	ENSG00000246145	
YES1P1	1	ENSG00000224003	
CTDSPL2P1	1	ENSG00000236988	
PODN	1	ENSG00000174348	
TMEM176A	1	ENSG00000002933	
PAX5	1	ENSG00000196092	
TXNDC5	1	ENSG00000239264	
CABP1-DT	1	ENSG00000256008	
SPATA7	1	ENSG00000042317	
GHRLOS	1	ENSG00000240288	
LINC02875	1	ENSG00000187013	
ARHGAP40	1	ENSG00000124143	
RPS3AP49	1	ENSG00000242060	
ACOT6	1	ENSG00000205669	
SLC34A3	1	ENSG00000198569	
SEMA6A-AS1	1	ENSG00000248445	
MBNL2	1	ENSG00000139793	
DENND1C	1	ENSG00000205744	
ELFN2	1	ENSG00000166897	
NUDT7	1	ENSG00000140876	
CNEP1R1P1	1	ENSG00000180284	
SLC25A41	1	ENSG00000181240	
OR7E116P	1	ENSG00000225072	
PSMD8P1	1	ENSG00000228264	
SUSD4	1	ENSG00000143502	
FAM78B	1	ENSG00000188859	
HNRNPA1P30	1	ENSG00000233780	
RPA2P3	1	ENSG00000255547	
SNX29P1	1	ENSG00000158482	
DCDC2B	1	ENSG00000222046	
KLHL31	1	ENSG00000124743	
SNORA68	1	ENSG00000207166	
LINC00426	1	ENSG00000238121	
HNRNPUL2-BSCL2	1	ENSG00000234857	
PI3	1	ENSG00000124102	
E2F3	1	ENSG00000112242	
LINC02613	1	ENSG00000231367	
LINC02154	1	ENSG00000235385	
H2BC12L	1	ENSG00000234289	
LINC02754	1	ENSG00000251637	
UBE2C	1	ENSG00000175063	
RPL7AP50	1	ENSG00000213609	
POLR2M	1	ENSG00000255529	
BMPR1B	1	ENSG00000138696	
F10	1	ENSG00000126218	
WFIKKN1	1	ENSG00000127578	
RPS7P3	1	ENSG00000231940	
ABHD8	1	ENSG00000127220	
SNORA73B	1	ENSG00000200087	
NCAN	1	ENSG00000130287	
STX18	1	ENSG00000168818	
THAP12P3	1	ENSG00000227972	
ANKRD20A9P	1	ENSG00000206192	
MZT2B	1	ENSG00000152082	
ANKHD1-EIF4EBP3	1	ENSG00000254996	
CLEC1A	1	ENSG00000150048	
TNFRSF8	1	ENSG00000120949	
RNA5SP37	1	ENSG00000202290	
ZNF277-AS1	1	ENSG00000226851	
FCAR	1	ENSG00000186431	
IRAG1-AS1	1	ENSG00000177112	
ME2P1	1	ENSG00000230097	
PCNAP3	1	ENSG00000214009	
RPP21	1	ENSG00000241370	
VN1R20P	1	ENSG00000233121	
ZNF100	1	ENSG00000197020	
MLNR	1	ENSG00000102539	
DRC1	1	ENSG00000157856	
KCNK15	1	ENSG00000124249	
ANKRD35	1	ENSG00000198483	
CD3E	1	ENSG00000198851	
RNF139-DT	1	ENSG00000245149	
CASTOR1	1	ENSG00000239282	
GPR35	1	ENSG00000178623	
HIPK4	1	ENSG00000160396	
MAP3K20-AS1	1	ENSG00000238133	
DEFB109F	1	ENSG00000244050	
TMEM185B	1	ENSG00000226479	
LIX1L-AS1	1	ENSG00000234222	
ADAMTS9	1	ENSG00000163638	
DPY30	1	ENSG00000162961	
SELENOKP3	1	ENSG00000225549	
DUS2	1	ENSG00000167264	
CNPPD1	1	ENSG00000115649	
RNU6-195P	1	ENSG00000223284	
RSL24D1P3	1	ENSG00000231556	
SNORD99	1	ENSG00000221539	
FBXO43	1	ENSG00000156509	
PRRT4	1	ENSG00000224940	
MAP2K6	1	ENSG00000108984	
GABBR2	1	ENSG00000136928	
FDPSP8	1	ENSG00000224763	
RAMP1	1	ENSG00000132329	
FAM72A	1	ENSG00000196550	
C12orf29P3	1	ENSG00000250962	
PPM1N	1	ENSG00000213889	
LINC01121	1	ENSG00000205054	
IGHA1	1	ENSG00000211895	
TOX3	1	ENSG00000103460	
ELAVL3	1	ENSG00000196361	
HCCS-DT	1	ENSG00000234129	
ASMTL-AS1	1	ENSG00000236017	
SUMO2P19	1	ENSG00000253328	
PVT1	1	ENSG00000249859	
MUC16	1	ENSG00000181143	
MYOZ2	1	ENSG00000172399	
ACTMAP	1	ENSG00000188493	
TRPV2	1	ENSG00000187688	
MAPRE1P2	1	ENSG00000250076	
PCDHGB4	1	ENSG00000253953	
C1S	1	ENSG00000182326	
IPCEF1	1	ENSG00000074706	
SEPTIN7P14	1	ENSG00000245958	
NINJ2	1	ENSG00000171840	
TNIP2P1	1	ENSG00000237661	
HLA-K	1	ENSG00000230795	
ANGPT4	1	ENSG00000101280	
INMT	1	ENSG00000241644	
HOXB-AS2	1	ENSG00000239552	
C10orf55	1	ENSG00000222047	
